title,address,access,outline,floor,fee,management_fee,deposit,gratuity,madori,menseki,url,age,total_floor,route_1,station_1,time_1,route_2,station_2,time_2,route_3,station_3,time_3
東京メトロ南北線 本駒込駅 6階建 築3年,東京都文京区本駒込３,"
東京メトロ南北線/本駒込駅 歩9分
東京メトロ南北線/駒込駅 歩9分
ＪＲ山手線/駒込駅 歩11分
","
築3年
6階建
",2階,179000,9000,0,0,1LDK,40.46,https://suumo.jp/chintai/jnc_000085179080/?bc=100345099413,3,6,東京メトロ南北線,本駒込,9,東京メトロ南北線,駒込,9,ＪＲ山手線,駒込,11
東京メトロ南北線 本駒込駅 6階建 築3年,東京都文京区本駒込３,"
東京メトロ南北線/本駒込駅 歩9分
東京メトロ南北線/駒込駅 歩9分
ＪＲ山手線/駒込駅 歩11分
","
築3年
6階建
",4階,182000,9000,0,0,1LDK,40.46,https://suumo.jp/chintai/jnc_000080494158/?bc=100349825672,3,6,東京メトロ南北線,本駒込,9,東京メトロ南北線,駒込,9,ＪＲ山手線,駒込,11
都営三田線 白山駅 14階建 築1年,東京都文京区白山１,"
都営三田線/白山駅 歩3分
東京メトロ南北線/本駒込駅 歩9分
都営三田線/春日駅 歩14分
","
築1年
14階建
",6階,160000,5000,160000,160000,1LDK,35.72,https://suumo.jp/chintai/jnc_000087552826/?bc=100360454845,1,14,都営三田線,白山,3,東京メトロ南北線,本駒込,9,都営三田線,春日,14
都営三田線 白山駅 14階建 築1年,東京都文京区白山１,"
都営三田線/白山駅 歩3分
東京メトロ南北線/本駒込駅 歩9分
都営三田線/春日駅 歩14分
","
築1年
14階建
",3階,170000,0,170000,170000,1LDK,35.76,https://suumo.jp/chintai/jnc_000087700485/?bc=100361332300,1,14,都営三田線,白山,3,東京メトロ南北線,本駒込,9,都営三田線,春日,14
ＧＲＥＥＮＰＡＲＫ文京白山,東京都文京区白山１,"
都営三田線/白山駅 歩3分
東京メトロ南北線/本駒込駅 歩9分
都営大江戸線/春日駅 歩17分
","
築1年
14階建
",3階,170000,0,170000,170000,1LDK,38.76,https://suumo.jp/chintai/jnc_000087714833/?bc=100361444145,1,14,都営三田線,白山,3,東京メトロ南北線,本駒込,9,都営大江戸線,春日,17
ＧＲＥＥＮＰＡＲＫ文京白山,東京都文京区白山１,"
都営三田線/白山駅 歩3分
東京メトロ南北線/本駒込駅 歩9分
都営大江戸線/春日駅 歩17分
","
築1年
14階建
",8階,162000,10000,162000,162000,1LDK,35.72,https://suumo.jp/chintai/jnc_000086963244/?bc=100356979226,1,14,都営三田線,白山,3,東京メトロ南北線,本駒込,9,都営大江戸線,春日,17
La　Maison　091,東京都文京区大塚４,"
東京メトロ丸ノ内線/新大塚駅 歩6分
東京メトロ丸ノ内線/茗荷谷駅 歩9分
東京メトロ有楽町線/護国寺駅 歩13分
","
築9年
3階建
",1階,85000,3000,85000,85000,1K,23.09,https://suumo.jp/chintai/jnc_000050526917/?bc=100361066739,9,3,東京メトロ丸ノ内線,新大塚,6,東京メトロ丸ノ内線,茗荷谷,9,東京メトロ有楽町線,護国寺,13
東京メトロ南北線 本駒込駅 6階建 築34年,東京都文京区白山５,"
東京メトロ南北線/本駒込駅 歩9分
都営三田線/白山駅 歩8分
東京メトロ千代田線/千駄木駅 歩19分
","
築34年
6階建
",5階,128000,7000,128000,128000,1LDK,47.69,https://suumo.jp/chintai/jnc_000047602268/?bc=100361087663,34,6,東京メトロ南北線,本駒込,9,都営三田線,白山,8,東京メトロ千代田線,千駄木,19
東京メトロ南北線 本駒込駅 6階建 築34年,東京都文京区白山５,"
東京メトロ南北線/本駒込駅 歩9分
都営三田線/白山駅 歩8分
東京メトロ千代田線/千駄木駅 歩19分
","
築34年
6階建
",4階,189000,6000,189000,189000,3DK,53.4,https://suumo.jp/chintai/jnc_000081513149/?bc=100346396088,34,6,東京メトロ南北線,本駒込,9,都営三田線,白山,8,東京メトロ千代田線,千駄木,19
テラスミーレ文京弥生,東京都文京区弥生１,"
東京メトロ南北線/東大前駅 歩4分
都営三田線/白山駅 歩13分
東京メトロ千代田線/根津駅 歩10分
","
築1年
4階建
",1階,118000,8000,118000,0,1K,27.11,https://suumo.jp/chintai/jnc_000085487419/?bc=100346855651,1,4,東京メトロ南北線,東大前,4,都営三田線,白山,13,東京メトロ千代田線,根津,10
テラスミーレ文京弥生,東京都文京区弥生１,"
東京メトロ南北線/東大前駅 歩4分
都営三田線/白山駅 歩13分
東京メトロ千代田線/根津駅 歩10分
","
築1年
4階建
",1階,122000,8000,122000,0,1K,27.11,https://suumo.jp/chintai/jnc_000087191943/?bc=100356986717,1,4,東京メトロ南北線,東大前,4,都営三田線,白山,13,東京メトロ千代田線,根津,10
テラスミーレ文京弥生,東京都文京区弥生１,"
東京メトロ南北線/東大前駅 歩4分
都営三田線/白山駅 歩13分
東京メトロ千代田線/根津駅 歩10分
","
築1年
4階建
",1階,192000,10000,192000,0,1LDK,43.06,https://suumo.jp/chintai/jnc_000085487421/?bc=100346855625,1,4,東京メトロ南北線,東大前,4,都営三田線,白山,13,東京メトロ千代田線,根津,10
テラスミーレ文京弥生,東京都文京区弥生１,"
東京メトロ南北線/東大前駅 歩4分
都営三田線/白山駅 歩13分
東京メトロ千代田線/根津駅 歩10分
","
築1年
4階建
",2階,197000,10000,197000,197000,1K,43.06,https://suumo.jp/chintai/jnc_000085487428/?bc=100346346287,1,4,東京メトロ南北線,東大前,4,都営三田線,白山,13,東京メトロ千代田線,根津,10
テラスミーレ文京弥生,東京都文京区弥生１,"
東京メトロ南北線/東大前駅 歩4分
都営三田線/白山駅 歩13分
東京メトロ千代田線/根津駅 歩10分
","
築1年
4階建
",4階,202000,10000,202000,202000,1LDK,43.06,https://suumo.jp/chintai/jnc_000086813261/?bc=100356187371,1,4,東京メトロ南北線,東大前,4,都営三田線,白山,13,東京メトロ千代田線,根津,10
都営大江戸線 春日駅 4階建 築47年,東京都文京区白山１,"
都営大江戸線/春日駅 歩8分
東京メトロ南北線/東大前駅 歩10分
東京メトロ丸ノ内線/後楽園駅 歩13分
","
築47年
4階建
",3-4階,328000,0,164000,164000,4LDK,133.95,https://suumo.jp/chintai/jnc_000087100124/?bc=100361404982,47,4,都営大江戸線,春日,8,東京メトロ南北線,東大前,10,東京メトロ丸ノ内線,後楽園,13
パレステュディオ小石川後楽園,東京都文京区春日１,"
都営大江戸線/飯田橋駅 歩5分
東京メトロ丸ノ内線/後楽園駅 歩8分
都営三田線/春日駅 歩10分
","
築23年
10階建
",2階,112000,10000,112000,112000,1DK,35.57,https://suumo.jp/chintai/jnc_000087520233/?bc=100360861690,23,10,都営大江戸線,飯田橋,5,東京メトロ丸ノ内線,後楽園,8,都営三田線,春日,10
パレステュディオ小石川後楽園,東京都文京区春日１,"
都営大江戸線/飯田橋駅 歩5分
東京メトロ丸ノ内線/後楽園駅 歩8分
都営三田線/春日駅 歩10分
","
築23年
10階建
",2階,118000,10000,118000,118000,2K,35.57,https://suumo.jp/chintai/jnc_000087502901/?bc=100360817115,23,10,都営大江戸線,飯田橋,5,東京メトロ丸ノ内線,後楽園,8,都営三田線,春日,10
都営大江戸線 飯田橋駅 9階建 築23年,東京都文京区春日１,"
都営大江戸線/飯田橋駅 歩5分
東京メトロ丸ノ内線/後楽園駅 歩8分
ＪＲ中央線/飯田橋駅 歩10分
","
築23年
9階建
",2階,118000,10000,118000,118000,2K,35.57,https://suumo.jp/chintai/jnc_000087625105/?bc=100361208922,23,9,都営大江戸線,飯田橋,5,東京メトロ丸ノ内線,後楽園,8,ＪＲ中央線,飯田橋,10
メゾンまつぼっくり,東京都文京区小日向２,"
東京メトロ有楽町線/江戸川橋駅 歩6分
東京メトロ丸ノ内線/茗荷谷駅 歩11分

","
築10年
3階建
",3階,105000,5000,105000,210000,1K,30.1,https://suumo.jp/chintai/jnc_000087723102/?bc=100361480871,10,3,東京メトロ有楽町線,江戸川橋,6,東京メトロ丸ノ内線,茗荷谷,11,0,0,0
パロス千駄木,東京都文京区千駄木２,"
東京メトロ千代田線/千駄木駅 歩3分
東京メトロ千代田線/根津駅 歩8分
東京メトロ南北線/東大前駅 歩13分
","
築27年
地下1地上13階建
",11階,200000,0,200000,200000,2LDK,55.05,https://suumo.jp/chintai/jnc_000086935260/?bc=100360746146,27,13,東京メトロ千代田線,千駄木,3,東京メトロ千代田線,根津,8,東京メトロ南北線,東大前,13
パロス千駄木,東京都文京区千駄木２,"
東京メトロ千代田線/千駄木駅 歩3分
東京メトロ千代田線/根津駅 歩8分
東京メトロ南北線/東大前駅 歩13分
","
築27年
地下1地上13階建
",5階,250000,0,250000,250000,3LDK,67.86,https://suumo.jp/chintai/jnc_000087167419/?bc=100313749630,27,13,東京メトロ千代田線,千駄木,3,東京メトロ千代田線,根津,8,東京メトロ南北線,東大前,13
ミリアレジデンス茗荷谷,東京都文京区大塚３,"
東京メトロ丸ノ内線/茗荷谷駅 歩7分
東京メトロ有楽町線/護国寺駅 歩10分
都営三田線/白山駅 歩14分
","
築2年
9階建
",4階,117000,10000,0,0,1DK,25.23,https://suumo.jp/chintai/jnc_000086516210/?bc=100356954447,2,9,東京メトロ丸ノ内線,茗荷谷,7,東京メトロ有楽町線,護国寺,10,都営三田線,白山,14
都営三田線 千石駅 4階建 築29年,東京都文京区本駒込２,"
都営三田線/千石駅 歩5分
東京メトロ南北線/本駒込駅 歩9分
ＪＲ山手線/駒込駅 歩14分
","
築29年
4階建
",3階,125000,5000,125000,125000,2DK,34.63,https://suumo.jp/chintai/jnc_000087700488/?bc=100361332237,29,4,都営三田線,千石,5,東京メトロ南北線,本駒込,9,ＪＲ山手線,駒込,14
クオーレ茗荷谷,東京都文京区大塚３,"
東京メトロ丸ノ内線/茗荷谷駅 歩6分
東京メトロ有楽町線/護国寺駅 歩10分
都営三田線/千石駅 歩12分
","
築15年
9階建
",8階,85000,0,85000,85000,1K,19.41,https://suumo.jp/chintai/jnc_000087723092/?bc=100361491596,15,9,東京メトロ丸ノ内線,茗荷谷,6,東京メトロ有楽町線,護国寺,10,都営三田線,千石,12
VIDA御茶ノ水,東京都文京区湯島３,"
ＪＲ総武線/御茶ノ水駅 歩8分
東京メトロ千代田線/湯島駅 歩8分
東京メトロ丸ノ内線/本郷三丁目駅 歩12分
","
築15年
9階建
",3階,88000,8000,88000,88000,1K,21.22,https://suumo.jp/chintai/jnc_000087700495/?bc=100359255961,15,9,ＪＲ総武線,御茶ノ水,8,東京メトロ千代田線,湯島,8,東京メトロ丸ノ内線,本郷三丁目,12
東京メトロ銀座線 末広町駅 9階建 築15年,東京都文京区湯島３,"
東京メトロ銀座線/末広町駅 歩5分
ＪＲ中央線/御茶ノ水駅 歩9分
ＪＲ総武線/御茶ノ水駅 歩9分
","
築15年
9階建
",5階,85000,12000,0,85000,1K,21.23,https://suumo.jp/chintai/jnc_000060072893/?bc=100356704214,15,9,東京メトロ銀座線,末広町,5,ＪＲ中央線,御茶ノ水,9,ＪＲ総武線,御茶ノ水,9
プラチナフォルム護国寺富士見坂,東京都文京区大塚５,"
東京メトロ有楽町線/護国寺駅 歩3分
東京メトロ丸ノ内線/新大塚駅 歩8分
東京メトロ丸ノ内線/茗荷谷駅 歩11分
","
築3年
5階建
",2階,89000,7000,0,89000,ワンルーム,20.47,https://suumo.jp/chintai/jnc_000067823653/?bc=100358386446,3,5,東京メトロ有楽町線,護国寺,3,東京メトロ丸ノ内線,新大塚,8,東京メトロ丸ノ内線,茗荷谷,11
プラチナフォルム護国寺富士見坂,東京都文京区大塚５,"
東京メトロ有楽町線/護国寺駅 歩3分
東京メトロ丸ノ内線/新大塚駅 歩8分
東京メトロ丸ノ内線/茗荷谷駅 歩11分
","
築3年
5階建
",3階,140000,7000,0,0,1SDK,41.08,https://suumo.jp/chintai/jnc_000086798964/?bc=100342655441,3,5,東京メトロ有楽町線,護国寺,3,東京メトロ丸ノ内線,新大塚,8,東京メトロ丸ノ内線,茗荷谷,11
Paese　K　文京千石,東京都文京区千石２,"
都営三田線/千石駅 歩10分
東京メトロ丸ノ内線/茗荷谷駅 歩11分
都営三田線/白山駅 歩20分
","
築5年
3階建
",1階,142000,6880,142000,142000,1LDK,43.09,https://suumo.jp/chintai/jnc_000087103314/?bc=100354080926,5,3,都営三田線,千石,10,東京メトロ丸ノ内線,茗荷谷,11,都営三田線,白山,20
ＧＲＡＮＳＩＴＥ文京湯島,東京都文京区湯島３,"
東京メトロ千代田線/湯島駅 歩2分
東京メトロ銀座線/上野広小路駅 歩5分
都営大江戸線/上野御徒町駅 歩5分
","
築1年
12階建
",10階,262000,15000,262000,262000,2LDK,50.16,https://suumo.jp/chintai/jnc_000082964593/?bc=100338053578,1,12,東京メトロ千代田線,湯島,2,東京メトロ銀座線,上野広小路,5,都営大江戸線,上野御徒町,5
ＧＲＡＮＳＩＴＥ文京湯島,東京都文京区湯島３,"
東京メトロ千代田線/湯島駅 歩2分
東京メトロ銀座線/上野広小路駅 歩5分
都営大江戸線/上野御徒町駅 歩5分
","
築1年
12階建
",11階,265000,15000,265000,265000,2LDK,50.16,https://suumo.jp/chintai/jnc_000082964596/?bc=100342536531,1,12,東京メトロ千代田線,湯島,2,東京メトロ銀座線,上野広小路,5,都営大江戸線,上野御徒町,5
ＧＲＡＮＳＩＴＥ文京湯島,東京都文京区湯島３,"
東京メトロ千代田線/湯島駅 歩2分
東京メトロ銀座線/上野広小路駅 歩5分
都営大江戸線/上野御徒町駅 歩5分
","
築1年
12階建
",12階,270000,15000,270000,270000,2LDK,50.16,https://suumo.jp/chintai/jnc_000082964597/?bc=100357057871,1,12,東京メトロ千代田線,湯島,2,東京メトロ銀座線,上野広小路,5,都営大江戸線,上野御徒町,5
ＪＲ中央線 御茶ノ水駅 10階建 築24年,東京都文京区湯島１,"
ＪＲ中央線/御茶ノ水駅 歩6分
東京メトロ銀座線/末広町駅 歩9分
ＪＲ山手線/秋葉原駅 歩8分
","
築24年
10階建
",10階,142000,8000,142000,0,2K,36.22,https://suumo.jp/chintai/jnc_000032953465/?bc=100351548777,24,10,ＪＲ中央線,御茶ノ水,6,東京メトロ銀座線,末広町,9,ＪＲ山手線,秋葉原,8
東京メトロ有楽町線 護国寺駅 地下1地上10階建 築21年,東京都文京区大塚５,"
東京メトロ有楽町線/護国寺駅 歩2分
東京メトロ丸ノ内線/新大塚駅 歩13分
ＪＲ山手線/池袋駅 歩20分
","
築21年
地下1地上10階建
",1階,195000,15000,195000,0,1SLDK,54.29,https://suumo.jp/chintai/jnc_000086011861/?bc=100335052233,21,10,東京メトロ有楽町線,護国寺,2,東京メトロ丸ノ内線,新大塚,13,ＪＲ山手線,池袋,20
東京メトロ有楽町線 護国寺駅 地下1地上10階建 築21年,東京都文京区大塚５,"
東京メトロ有楽町線/護国寺駅 歩2分
東京メトロ丸ノ内線/新大塚駅 歩13分
ＪＲ山手線/池袋駅 歩20分
","
築21年
地下1地上10階建
",1階,210000,15000,210000,210000,2LDK,61.12,https://suumo.jp/chintai/jnc_000086405213/?bc=100361313257,21,10,東京メトロ有楽町線,護国寺,2,東京メトロ丸ノ内線,新大塚,13,ＪＲ山手線,池袋,20
グローリオ小石川安藤坂,東京都文京区春日２,"
東京メトロ丸ノ内線/後楽園駅 歩10分
都営三田線/春日駅 歩14分
東京メトロ東西線/飯田橋駅 歩19分
","
築21年
5階建
",3階,288000,10000,288000,288000,3LDK,81.85,https://suumo.jp/chintai/jnc_000085577149/?bc=100347722230,21,5,東京メトロ丸ノ内線,後楽園,10,都営三田線,春日,14,東京メトロ東西線,飯田橋,19
東京メトロ南北線 後楽園駅 5階建 築7年,東京都文京区小石川３,"
東京メトロ南北線/後楽園駅 歩10分
都営大江戸線/春日駅 歩8分
都営三田線/白山駅 歩15分
","
築7年
5階建
",1階,135000,7000,135000,135000,1LDK,36.04,https://suumo.jp/chintai/jnc_000087723097/?bc=100361466184,7,5,東京メトロ南北線,後楽園,10,都営大江戸線,春日,8,都営三田線,白山,15
小石川4丁目ビル,東京都文京区小石川４,"
東京メトロ丸ノ内線/茗荷谷駅 歩5分
東京メトロ有楽町線/江戸川橋駅 歩18分
東京メトロ南北線/後楽園駅 歩18分
","
築46年
地下1地上6階建
",6階,200000,16740,200000,200000,2SLDK,65.43,https://suumo.jp/chintai/jnc_000087723099/?bc=100361458673,46,6,東京メトロ丸ノ内線,茗荷谷,5,東京メトロ有楽町線,江戸川橋,18,東京メトロ南北線,後楽園,18
パークハウス本郷三丁目アーバンス,東京都文京区本郷３,"
都営大江戸線/本郷三丁目駅 歩3分
ＪＲ中央線/御茶ノ水駅 歩10分
東京メトロ丸ノ内線/後楽園駅 歩13分
","
築17年
14階建
",2階,105000,5000,105000,105000,ワンルーム,25.76,https://suumo.jp/chintai/jnc_000085466616/?bc=100346880126,17,14,都営大江戸線,本郷三丁目,3,ＪＲ中央線,御茶ノ水,10,東京メトロ丸ノ内線,後楽園,13
パークハウス本郷三丁目アーバンス,東京都文京区本郷３,"
都営大江戸線/本郷三丁目駅 歩3分
ＪＲ中央線/御茶ノ水駅 歩10分
東京メトロ丸ノ内線/後楽園駅 歩13分
","
築17年
14階建
",7階,270000,10000,270000,270000,2LDK,52.04,https://suumo.jp/chintai/jnc_000087545369/?bc=100360577835,17,14,都営大江戸線,本郷三丁目,3,ＪＲ中央線,御茶ノ水,10,東京メトロ丸ノ内線,後楽園,13
ラ・セリーゼ小石川,東京都文京区小石川５,"
東京メトロ丸ノ内線/茗荷谷駅 歩9分
都営三田線/白山駅 歩14分
都営三田線/千石駅 歩21分
","
築29年
4階建
",4階,138000,2000,138000,138000,2LDK,45.09,https://suumo.jp/chintai/jnc_000086975669/?bc=100357057659,29,4,東京メトロ丸ノ内線,茗荷谷,9,都営三田線,白山,14,都営三田線,千石,21
日興ロイヤルパレス白山,東京都文京区白山１,"
東京メトロ南北線/本駒込駅 歩7分
都営三田線/白山駅 歩8分
ＪＲ山手線/巣鴨駅 歩19分
","
築34年
6階建
",4階,189000,6000,189000,189000,3DK,53.4,https://suumo.jp/chintai/jnc_000081610676/?bc=100291079294,34,6,東京メトロ南北線,本駒込,7,都営三田線,白山,8,ＪＲ山手線,巣鴨,19
東京メトロ丸ノ内線 本郷三丁目駅 14階建 新築,東京都文京区本郷３,"
東京メトロ丸ノ内線/本郷三丁目駅 歩6分
ＪＲ中央線/御茶ノ水駅 歩8分
東京メトロ千代田線/湯島駅 歩9分
","
築1年
14階建
",10階,156000,13000,156000,0,1DK,26.77,https://suumo.jp/chintai/jnc_000086619618/?bc=100358239758,1,14,東京メトロ丸ノ内線,本郷三丁目,6,ＪＲ中央線,御茶ノ水,8,東京メトロ千代田線,湯島,9
東京メトロ丸ノ内線 本郷三丁目駅 14階建 新築,東京都文京区本郷３,"
東京メトロ丸ノ内線/本郷三丁目駅 歩6分
ＪＲ中央線/御茶ノ水駅 歩8分
東京メトロ千代田線/湯島駅 歩9分
","
築1年
14階建
",11階,256000,20000,256000,0,2LDK,45.44,https://suumo.jp/chintai/jnc_000086357163/?bc=100326463535,1,14,東京メトロ丸ノ内線,本郷三丁目,6,ＪＲ中央線,御茶ノ水,8,東京メトロ千代田線,湯島,9
東京メトロ丸ノ内線 本郷三丁目駅 14階建 新築,東京都文京区本郷３,"
東京メトロ丸ノ内線/本郷三丁目駅 歩6分
ＪＲ中央線/御茶ノ水駅 歩8分
東京メトロ千代田線/湯島駅 歩9分
","
築1年
14階建
",11階,259000,20000,259000,0,2LDK,45.44,https://suumo.jp/chintai/jnc_000079472264/?bc=100349989750,1,14,東京メトロ丸ノ内線,本郷三丁目,6,ＪＲ中央線,御茶ノ水,8,東京メトロ千代田線,湯島,9
東京メトロ丸ノ内線 本郷三丁目駅 14階建 新築,東京都文京区本郷３,"
東京メトロ丸ノ内線/本郷三丁目駅 歩6分
ＪＲ中央線/御茶ノ水駅 歩8分
東京メトロ千代田線/湯島駅 歩9分
","
築1年
14階建
",12階,259000,20000,259000,0,2LDK,45.44,https://suumo.jp/chintai/jnc_000086357164/?bc=100323398832,1,14,東京メトロ丸ノ内線,本郷三丁目,6,ＪＲ中央線,御茶ノ水,8,東京メトロ千代田線,湯島,9
ＪＲ山手線 巣鴨駅 4階建 新築,東京都文京区千石４,"
ＪＲ山手線/巣鴨駅 歩6分
都営三田線/千石駅 歩12分
都電荒川線/大塚駅前駅 歩13分
","
築1年
4階建
",4階,169000,12000,0,0,1LDK,41.41,https://suumo.jp/chintai/jnc_000084042712/?bc=100361255167,1,4,ＪＲ山手線,巣鴨,6,都営三田線,千石,12,0,0,0
東京メトロ南北線 本駒込駅 地下1地上15階建 築17年,東京都文京区本駒込１,"
東京メトロ南北線/本駒込駅 歩2分
都営三田線/白山駅 歩3分
東京メトロ南北線/東大前駅 歩11分
","
築17年
地下1地上15階建
",9階,175000,16000,175000,350000,1LDK,56.66,https://suumo.jp/chintai/jnc_000054654070/?bc=100359578638,17,15,東京メトロ南北線,本駒込,2,都営三田線,白山,3,東京メトロ南北線,東大前,11
文京本駒込レジデンス,東京都文京区本駒込３,"
東京メトロ南北線/本駒込駅 歩8分
東京メトロ南北線/駒込駅 歩9分
ＪＲ山手線/駒込駅 歩10分
","
築3年
6階建
",3階,189000,9000,0,0,1LDK,42.54,https://suumo.jp/chintai/jnc_000083894252/?bc=100345498001,3,6,東京メトロ南北線,本駒込,8,東京メトロ南北線,駒込,9,ＪＲ山手線,駒込,10
都営三田線 白山駅 6階建 築17年,東京都文京区白山２,"
都営三田線/白山駅 歩10分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ南北線/東大前駅 歩20分
","
築17年
6階建
",4階,75000,10000,75000,75000,1K,20.55,https://suumo.jp/chintai/jnc_000087536444/?bc=100360986310,17,6,都営三田線,白山,10,東京メトロ丸ノ内線,後楽園,13,東京メトロ南北線,東大前,20
都営三田線 白山駅 6階建 築17年,東京都文京区白山２,"
都営三田線/白山駅 歩10分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ南北線/東大前駅 歩20分
","
築17年
6階建
",5階,83000,8000,0,83000,1K,22.75,https://suumo.jp/chintai/jnc_000087476351/?bc=100285785558,17,6,都営三田線,白山,10,東京メトロ丸ノ内線,後楽園,13,東京メトロ南北線,東大前,20
都営三田線 白山駅 6階建 築17年,東京都文京区白山２,"
都営三田線/白山駅 歩10分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ南北線/東大前駅 歩20分
","
築17年
6階建
",6階,130000,0,260000,130000,1LDK,41.1,https://suumo.jp/chintai/jnc_000087620046/?bc=100360891031,17,6,都営三田線,白山,10,東京メトロ丸ノ内線,後楽園,13,東京メトロ南北線,東大前,20
都営三田線 白山駅 6階建 築17年,東京都文京区白山２,"
都営三田線/白山駅 歩10分
東京メトロ丸ノ内線/後楽園駅 歩13分
東京メトロ南北線/東大前駅 歩20分
","
築17年
6階建
",1階,150000,10000,0,0,1LDK,38.96,https://suumo.jp/chintai/jnc_000086131202/?bc=100351400003,17,6,都営三田線,白山,10,東京メトロ丸ノ内線,後楽園,13,東京メトロ南北線,東大前,20
AXAS白山,東京都文京区白山２,"
都営三田線/白山駅 歩10分
都営三田線/春日駅 歩12分
東京メトロ南北線/東大前駅 歩20分
","
築17年
6階建
",3階,75000,10000,75000,75000,1K,20.55,https://suumo.jp/chintai/jnc_000067502347/?bc=100337683883,17,6,都営三田線,白山,10,都営三田線,春日,12,東京メトロ南北線,東大前,20
都営三田線 春日駅 4階建 築8年,東京都文京区白山２,"
都営三田線/春日駅 歩10分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ南北線/東大前駅 歩17分
","
築8年
4階建
",1階,135000,10000,135000,135000,1LDK,40.03,https://suumo.jp/chintai/jnc_000058337497/?bc=100361006270,8,4,都営三田線,春日,10,東京メトロ丸ノ内線,後楽園,10,東京メトロ南北線,東大前,17
都営三田線 春日駅 4階建 築8年,東京都文京区白山２,"
都営三田線/春日駅 歩10分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ南北線/東大前駅 歩17分
","
築8年
4階建
",1階,142000,10000,142000,142000,1LDK,40.03,https://suumo.jp/chintai/jnc_000087714834/?bc=100361427402,8,4,都営三田線,春日,10,東京メトロ丸ノ内線,後楽園,10,東京メトロ南北線,東大前,17
都営三田線 春日駅 4階建 築8年,東京都文京区白山２,"
都営三田線/春日駅 歩10分
東京メトロ丸ノ内線/後楽園駅 歩10分
東京メトロ南北線/東大前駅 歩17分
","
築8年
4階建
",3階,143000,10000,143000,143000,1LDK,39.75,https://suumo.jp/chintai/jnc_000086571837/?bc=100359993990,8,4,都営三田線,春日,10,東京メトロ丸ノ内線,後楽園,10,東京メトロ南北線,東大前,17
プライムアーバン本駒込,東京都文京区本駒込１,"
東京メトロ南北線/本駒込駅 歩2分
都営三田線/白山駅 歩5分
ＪＲ山手線/駒込駅 歩15分
","
築17年
15階建
",3階,108000,12000,108000,0,1K,26.65,https://suumo.jp/chintai/jnc_000086806108/?bc=100346263296,17,15,東京メトロ南北線,本駒込,2,都営三田線,白山,5,ＪＲ山手線,駒込,15
プライムアーバン本駒込,東京都文京区本駒込１,"
東京メトロ南北線/本駒込駅 歩2分
都営三田線/白山駅 歩5分
ＪＲ山手線/駒込駅 歩15分
","
築17年
15階建
",3階,148000,12000,148000,148000,1DK,40.86,https://suumo.jp/chintai/jnc_000087657583/?bc=100361252146,17,15,東京メトロ南北線,本駒込,2,都営三田線,白山,5,ＪＲ山手線,駒込,15
プライムアーバン本駒込,東京都文京区本駒込１,"
東京メトロ南北線/本駒込駅 歩2分
都営三田線/白山駅 歩5分
ＪＲ山手線/駒込駅 歩15分
","
築17年
15階建
",11階,156000,12000,156000,0,1LDK,38.78,https://suumo.jp/chintai/jnc_000086271138/?bc=100352546430,17,15,東京メトロ南北線,本駒込,2,都営三田線,白山,5,ＪＲ山手線,駒込,15
プライムアーバン本駒込,東京都文京区本駒込１,"
東京メトロ南北線/本駒込駅 歩2分
都営三田線/白山駅 歩5分
ＪＲ山手線/駒込駅 歩15分
","
築17年
15階建
",8階,156000,12000,156000,156000,1LDK,38.78,https://suumo.jp/chintai/jnc_000087657584/?bc=100361184448,17,15,東京メトロ南北線,本駒込,2,都営三田線,白山,5,ＪＲ山手線,駒込,15
パークハウス本郷三丁目,東京都文京区本郷３,"
東京メトロ丸ノ内線/本郷三丁目駅 歩6分
東京メトロ千代田線/湯島駅 歩9分
ＪＲ総武線/御茶ノ水駅 歩12分
","
築18年
地下1地上14階建
",3階,190000,18000,190000,190000,1LDK,45.01,https://suumo.jp/chintai/jnc_000087620047/?bc=100360942667,18,14,東京メトロ丸ノ内線,本郷三丁目,6,東京メトロ千代田線,湯島,9,ＪＲ総武線,御茶ノ水,12
東京メトロ東西線 神楽坂駅 2階建 築8年,東京都文京区水道２,"
東京メトロ東西線/神楽坂駅 歩14分
東京メトロ有楽町線/江戸川橋駅 歩6分
ＪＲ総武線/飯田橋駅 歩18分
","
築8年
2階建
",1階,68000,4000,0,68000,ワンルーム,12.45,https://suumo.jp/chintai/jnc_000087434419/?bc=100359863570,8,2,東京メトロ東西線,神楽坂,14,東京メトロ有楽町線,江戸川橋,6,ＪＲ総武線,飯田橋,18
ベルオーク本郷,東京都文京区向丘２,"
都営三田線/白山駅 歩5分
東京メトロ南北線/本駒込駅 歩4分
東京メトロ南北線/東大前駅 歩7分
","
築37年
12階建
",10階,91000,3000,91000,91000,1LDK,34.4,https://suumo.jp/chintai/jnc_000087700492/?bc=100361319595,37,12,都営三田線,白山,5,東京メトロ南北線,本駒込,4,東京メトロ南北線,東大前,7
